                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     31,                0.66888,                0.96378,                0.76307,                0.88969,                0.49794,                 0.6129,                0.62159,                0.51675,                0.49794,                 0.6129,                0.62395,                0.55335,                0.71963,                0.79569,                 1.3119,                0.86888,              0.0007129,              0.0007129,              0.0007129
                     32,                0.60794,                0.98516,                0.76307,                0.88619,                0.65919,                0.54839,                0.66221,                0.56005,                0.65919,                0.54839,                0.66472,                0.58683,                0.68814,                0.79416,                 1.1844,                0.85999,               0.000703,               0.000703,               0.000703
                     33,                0.70704,                 1.0664,                0.87517,                0.89979,                0.66917,                0.52688,                0.67352,                0.56797,                0.66917,                0.52688,                0.67645,                0.59985,                0.67931,                0.78128,                 1.1542,                0.85635,              0.0006931,              0.0006931,              0.0006931
                     34,                0.66096,                 1.0415,                0.75509,                0.90999,                0.73019,                0.53763,                0.68188,                0.57343,                0.73019,                0.53763,                0.68507,                0.60965,                0.69516,                0.77969,                  1.123,                0.85837,              0.0006832,              0.0006832,              0.0006832
                     35,                0.66642,                0.94577,                0.76969,                0.88248,                0.73019,                0.53763,                0.68188,                0.57343,                0.73019,                0.53763,                0.68507,                0.60965,                0.69516,                0.77969,                  1.123,                0.85837,              0.0006733,              0.0006733,              0.0006733
                     36,                0.65928,                 1.0436,                0.80377,                0.90468,                0.76454,                0.55864,                0.70411,                0.58949,                0.76454,                0.55864,                0.70761,                0.62923,                0.70172,                0.78017,                 1.0711,                0.86021,              0.0006634,              0.0006634,              0.0006634
                     37,                 0.6581,                0.99825,                0.74356,                 0.8933,                0.73174,                0.58065,                0.71482,                 0.6022,                0.73174,                0.58065,                0.71839,                0.64296,                 0.7034,                0.78784,                 1.0234,                 0.8629,              0.0006535,              0.0006535,              0.0006535
                     38,                0.63934,                 0.9419,                 0.8299,                0.88407,                0.73331,                0.58065,                0.72082,                0.60612,                0.73331,                0.58065,                0.72452,                0.64314,                0.71138,                0.79189,                 0.9804,                0.86622,              0.0006436,              0.0006436,              0.0006436
                     39,                  0.733,                0.97798,                 0.8432,                0.87833,                0.73331,                0.58065,                0.72082,                0.60612,                0.73331,                0.58065,                0.72452,                0.64314,                0.71138,                0.79189,                 0.9804,                0.86622,              0.0006337,              0.0006337,              0.0006337
                     40,                0.66451,                0.95689,                0.80813,                0.86926,                0.71608,                0.62376,                0.72702,                0.60929,                0.71608,                0.62376,                0.73032,                0.65212,                 0.7294,                 0.7886,                0.96745,                0.87157,              0.0006238,              0.0006238,              0.0006238
                     41,                0.72074,                0.97254,                0.82038,                0.89478,                0.67761,                0.65541,                 0.7302,                0.60758,                0.67761,                0.65541,                0.73371,                0.65486,                0.73007,                 0.7759,                0.93699,                0.87332,              0.0006139,              0.0006139,              0.0006139
                     42,                0.71456,                0.99571,                0.79539,                0.87983,                0.66515,                0.64081,                0.72935,                 0.6169,                0.66515,                0.64081,                0.73284,                0.65063,                0.71826,                0.76608,                0.91852,                 0.8728,               0.000604,               0.000604,               0.000604
                     43,                0.62728,                0.94594,                 0.7048,                0.89662,                0.66515,                0.64081,                0.72935,                 0.6169,                0.66515,                0.64081,                0.73284,                0.65063,                0.71826,                0.76608,                0.91852,                 0.8728,              0.0005941,              0.0005941,              0.0005941
                     44,                0.65123,                0.94492,                0.78733,                0.86975,                 0.7086,                0.63441,                0.72438,                0.62007,                 0.7086,                0.63441,                 0.7279,                0.64309,                 0.6983,                0.75055,                0.93101,                0.86926,              0.0005842,              0.0005842,              0.0005842
                     45,                0.66212,                0.90353,                 0.7104,                0.87886,                0.71478,                0.64516,                0.72256,                0.61611,                0.71478,                0.64516,                0.72582,                0.64396,                0.67637,                0.72988,                0.95945,                0.86478,              0.0005743,              0.0005743,              0.0005743
                     46,                0.65269,                0.99725,                0.81121,                0.89928,                0.70401,                0.64516,                0.71608,                0.61139,                0.70401,                0.64516,                0.71945,                0.64049,                 0.6615,                0.72171,                0.98414,                0.86082,              0.0005644,              0.0005644,              0.0005644
                     47,                 0.6209,                0.92237,                0.83372,                0.88035,                0.70401,                0.64516,                0.71608,                0.61139,                0.70401,                0.64516,                0.71945,                0.64049,                 0.6615,                0.72171,                0.98414,                0.86082,              0.0005545,              0.0005545,              0.0005545
                     48,                0.60043,                0.86526,                0.66347,                0.87213,                 0.6613,                0.64516,                0.70817,                 0.5994,                 0.6613,                0.64516,                0.71136,                0.62935,                0.67128,                0.71172,                  1.022,                0.86111,              0.0005446,              0.0005446,              0.0005446
                     49,                0.65051,                0.89731,                0.76671,                0.87214,                0.67549,                0.64516,                0.70591,                0.59253,                0.67549,                0.64516,                0.70926,                0.62278,                 0.6846,                 0.7107,                 1.0252,                0.86415,              0.0005347,              0.0005347,              0.0005347
                     50,                0.66376,                 1.0327,                 0.7374,                0.88794,                0.64685,                0.63441,                0.70846,                0.59271,                0.64685,                0.63441,                0.71186,                0.63004,                0.69845,                0.70389,                 1.0207,                0.86773,              0.0005248,              0.0005248,              0.0005248
                     51,                0.61734,                 1.0384,                0.71159,                0.90085,                0.64685,                0.63441,                0.70846,                0.59271,                0.64685,                0.63441,                0.71186,                0.63004,                0.69845,                0.70389,                 1.0207,                0.86773,              0.0005149,              0.0005149,              0.0005149
                     52,                0.63455,                 0.9472,                0.76136,                0.87919,                0.65339,                0.60812,                0.69569,                0.58305,                0.65339,                0.60812,                0.69874,                0.61385,                0.70865,                0.69554,                 1.0335,                0.87037,               0.000505,               0.000505,               0.000505
                     53,                0.59792,                0.86853,                0.72817,                0.88783,                0.68722,                0.54839,                0.69017,                0.57896,                0.68722,                0.54839,                0.69291,                0.61239,                0.70757,                0.69536,                 1.0417,                0.86929,              0.0004951,              0.0004951,              0.0004951
                     54,                0.65483,                0.96425,                0.78272,                0.88562,                0.68864,                0.55914,                0.69248,                 0.5833,                0.68864,                0.55914,                0.69494,                0.61329,                0.69375,                0.70283,                 1.0332,                0.86483,              0.0004852,              0.0004852,              0.0004852
                     55,                0.61263,                0.93081,                0.72071,                0.87894,                0.68864,                0.55914,                0.69248,                 0.5833,                0.68864,                0.55914,                0.69494,                0.61329,                0.69375,                0.70283,                 1.0332,                0.86483,              0.0004753,              0.0004753,              0.0004753
                     56,                0.66513,                0.98357,                 0.7589,                0.89327,                0.64727,                0.56989,                0.69742,                0.59575,                0.64727,                0.56989,                0.69973,                0.61782,                0.67308,                0.71091,                 1.0273,                0.85935,              0.0004654,              0.0004654,              0.0004654
                     57,                0.63668,                0.97044,                 0.8268,                 0.9084,                0.66308,                0.56989,                0.70362,                0.60474,                0.66308,                0.56989,                0.70574,                0.61701,                0.65247,                0.71498,                 1.0122,                0.85497,              0.0004555,              0.0004555,              0.0004555
                     58,                0.62189,                0.95309,                0.73088,                0.88844,                0.66162,                0.60973,                 0.7212,                0.62464,                0.66162,                0.60973,                 0.7233,                0.63419,                0.64385,                0.70447,                 0.9798,                0.85377,              0.0004456,              0.0004456,              0.0004456
                     59,                 0.6211,                0.87734,                0.74798,                0.87214,                0.66162,                0.60973,                 0.7212,                0.62464,                0.66162,                0.60973,                 0.7233,                0.63419,                0.64385,                0.70447,                 0.9798,                0.85377,              0.0004357,              0.0004357,              0.0004357
                     60,                0.58251,                0.96943,                 0.6824,                0.87207,                   0.73,                0.61054,                0.73088,                0.63206,                   0.73,                0.61054,                0.73315,                0.64476,                 0.6446,                0.70346,                0.93624,                0.85456,              0.0004258,              0.0004258,              0.0004258
                     61,                 0.6065,                0.85655,                0.69368,                0.88209,                0.71892,                 0.6129,                0.73196,                 0.6303,                0.71892,                 0.6129,                 0.7345,                0.64997,                0.64893,                0.69883,                0.90778,                0.85588,              0.0004159,              0.0004159,              0.0004159
                     62,                0.60398,                0.92298,                 0.6941,                0.87066,                0.73586,                0.62366,                0.73481,                 0.6256,                0.73586,                0.62366,                0.73758,                0.65583,                0.66281,                0.69281,                0.88901,                0.85895,               0.000406,               0.000406,               0.000406
                     63,                0.62043,                0.90042,                 0.7717,                0.87611,                0.73586,                0.62366,                0.73481,                 0.6256,                0.73586,                0.62366,                0.73758,                0.65583,                0.66281,                0.69281,                0.88901,                0.85895,              0.0003961,              0.0003961,              0.0003961
                     64,                0.58922,                0.87859,                 0.7489,                0.86535,                0.72507,                0.63441,                0.73944,                0.62558,                0.72507,                0.63441,                0.74245,                0.66133,                0.67863,                0.68504,                 0.8814,                0.86219,              0.0003862,              0.0003862,              0.0003862
                     65,                0.60488,                0.94887,                0.72834,                0.87576,                0.71879,                0.63441,                0.73939,                0.62386,                0.71879,                0.63441,                0.74259,                0.66394,                 0.6884,                0.67665,                0.89197,                0.86377,              0.0003763,              0.0003763,              0.0003763
                     66,                0.61446,                0.90829,                0.71943,                0.87396,                0.72614,                0.62725,                0.73912,                 0.6204,                0.72614,                0.62725,                0.74249,                0.66233,                0.69132,                0.66526,                0.90784,                0.86297,              0.0003664,              0.0003664,              0.0003664
                     67,                0.61125,                 0.9252,                0.71014,                0.86528,                0.72614,                0.62725,                0.73912,                 0.6204,                0.72614,                0.62725,                0.74249,                0.66233,                0.69132,                0.66526,                0.90784,                0.86297,              0.0003565,              0.0003565,              0.0003565
                     68,                0.57038,                0.98952,                0.68155,                0.86563,                0.72981,                0.60997,                0.73165,                0.61494,                0.72981,                0.60997,                0.73497,                0.66133,                0.69394,                0.65809,                0.96509,                0.86195,              0.0003466,              0.0003466,              0.0003466
                     69,                0.62826,                0.94974,                0.74339,                 0.9026,                0.61314,                0.63441,                0.70683,                0.59002,                0.61314,                0.63441,                0.71003,                0.64009,                0.69331,                0.65763,                 1.0414,                0.86095,              0.0003367,              0.0003367,              0.0003367
                     70,                0.61575,                 1.0328,                0.73558,                 0.8727,                0.58288,                0.61607,                0.69596,                0.58227,                0.58288,                0.61607,                0.69916,                0.63346,                0.69245,                0.65603,                 1.0907,                0.86039,              0.0003268,              0.0003268,              0.0003268
                     71,                0.60391,                0.93907,                0.76024,                0.86913,                0.58288,                0.61607,                0.69596,                0.58227,                0.58288,                0.61607,                0.69916,                0.63346,                0.69245,                0.65603,                 1.0907,                0.86039,              0.0003169,              0.0003169,              0.0003169
                     72,                0.59603,                0.96724,                0.77709,                0.86821,                0.65816,                0.55897,                0.69107,                0.58121,                0.65816,                0.55897,                0.69422,                0.62731,                0.69545,                0.65928,                 1.1303,                0.86169,               0.000307,               0.000307,               0.000307
                     73,                0.63187,                0.93196,                0.78296,                0.87195,                0.58513,                0.58065,                0.68361,                0.57482,                0.58513,                0.58065,                0.68653,                0.62133,                0.69864,                 0.6739,                 1.1491,                0.86257,              0.0002971,              0.0002971,              0.0002971
                     74,                0.56855,                0.94607,                0.67755,                0.85668,                0.65228,                0.58499,                0.69424,                0.58501,                0.65228,                0.58499,                 0.6971,                0.63061,                0.69502,                0.68235,                 1.0916,                 0.8626,              0.0002872,              0.0002872,              0.0002872
                     75,                0.64565,                0.98469,                0.80121,                0.88318,                0.65228,                0.58499,                0.69424,                0.58501,                0.65228,                0.58499,                 0.6971,                0.63061,                0.69502,                0.68235,                 1.0916,                 0.8626,              0.0002773,              0.0002773,              0.0002773
                     76,                0.60037,                0.92617,                0.72828,                0.87747,                0.65269,                 0.5914,                0.69784,                 0.5889,                0.65269,                 0.5914,                0.70062,                0.63236,                0.69456,                0.68764,                 1.0723,                0.86196,              0.0002674,              0.0002674,              0.0002674
                     77,                0.57673,                0.89785,                0.68748,                0.87154,                  0.656,                0.56989,                 0.7001,                0.59274,                  0.656,                0.56989,                0.70282,                0.63172,                0.69356,                0.69094,                   1.05,                0.86134,              0.0002575,              0.0002575,              0.0002575
                     78,                0.57893,                0.94522,                0.68048,                 0.8851,                0.65636,                0.60215,                0.70295,                0.59485,                0.65636,                0.60215,                0.70582,                0.63622,                0.68733,                0.69397,                 1.0117,                0.85999,              0.0002476,              0.0002476,              0.0002476
                     79,                0.58088,                0.90188,                 0.7039,                0.88283,                0.65636,                0.60215,                0.70295,                0.59485,                0.65636,                0.60215,                0.70582,                0.63622,                0.68733,                0.69397,                 1.0117,                0.85999,              0.0002377,              0.0002377,              0.0002377
                     80,                0.60462,                0.90362,                0.71515,                0.86277,                0.65342,                0.58794,                0.69823,                 0.5915,                0.65342,                0.58794,                0.70115,                0.62732,                0.68166,                0.69724,                 1.0109,                0.85849,              0.0002278,              0.0002278,              0.0002278
                     81,                0.61763,                0.91786,                0.71108,                 0.8604,                0.66193,                0.56845,                  0.693,                0.58593,                0.66193,                0.56845,                0.69592,                0.61873,                0.67657,                0.69923,                 1.0197,                0.85629,              0.0002179,              0.0002179,              0.0002179
                     82,                0.58596,                0.86466,                0.65044,                0.87642,                 0.6641,                0.55914,                0.69226,                0.58724,                 0.6641,                0.55914,                0.69529,                0.61778,                0.66961,                 0.6974,                 1.0264,                0.85451,               0.000208,               0.000208,               0.000208
                     83,                0.61994,                0.87382,                0.73057,                0.83319,                 0.6641,                0.55914,                0.69226,                0.58724,                 0.6641,                0.55914,                0.69529,                0.61778,                0.66961,                 0.6974,                 1.0264,                0.85451,              0.0001981,              0.0001981,              0.0001981
                     84,                0.58928,                0.86107,                0.65465,                0.85262,                0.66819,                0.56989,                0.68961,                0.58671,                0.66819,                0.56989,                0.69244,                0.61553,                 0.6648,                0.69268,                 1.0226,                 0.8524,              0.0001882,              0.0001882,              0.0001882
                     85,                0.62109,                0.94729,                0.72297,                0.86532,                0.67536,                0.55922,                0.69224,                0.59132,                0.67536,                0.55922,                0.69518,                 0.6208,                 0.6605,                0.68949,                 1.0069,                0.85094,              0.0001783,              0.0001783,              0.0001783
                     86,                0.57721,                0.88898,                0.66395,                0.87601,                0.68937,                0.51613,                  0.689,                0.58567,                0.68937,                0.51613,                0.69197,                0.61584,                0.65838,                0.68926,                0.99287,                0.85026,              0.0001684,              0.0001684,              0.0001684
                     87,                0.59396,                0.93898,                0.65617,                0.88567,                0.68937,                0.51613,                  0.689,                0.58567,                0.68937,                0.51613,                0.69197,                0.61584,                0.65838,                0.68926,                0.99287,                0.85026,              0.0001585,              0.0001585,              0.0001585
                     88,                0.60311,                0.88771,                0.71566,                0.85811,                0.69932,                0.49462,                0.68222,                0.58185,                0.69932,                0.49462,                0.68528,                0.61044,                0.65441,                  0.686,                 1.0032,                0.84921,              0.0001486,              0.0001486,              0.0001486
                     89,                0.60088,                 0.8366,                 0.7471,                0.85404,                0.71815,                0.49462,                0.67743,                0.57737,                0.71815,                0.49462,                0.68044,                0.60693,                0.65199,                0.68432,                0.99646,                0.84846,              0.0001387,              0.0001387,              0.0001387
                     90,                0.56786,                0.87497,                0.70878,                0.86123,                0.70404,                0.49462,                0.67884,                 0.5809,                0.70404,                0.49462,                0.68171,                0.60979,                0.64845,                0.67586,                 1.0038,                0.84696,              0.0001288,              0.0001288,              0.0001288
                     91,                0.56482,                0.87128,                0.63415,                0.84288,                0.70404,                0.49462,                0.67884,                 0.5809,                0.70404,                0.49462,                0.68171,                0.60979,                0.64845,                0.67586,                 1.0038,                0.84696,              0.0001189,              0.0001189,              0.0001189
                     92,                0.57853,                0.87295,                0.70822,                0.84864,                0.69682,                0.50538,                0.67116,                 0.5751,                0.69682,                0.50538,                0.67406,                0.60144,                 0.6474,                0.66708,                 1.0427,                0.84686,               0.000109,               0.000109,               0.000109
                     93,                0.57481,                0.83132,                0.72517,                0.84688,                0.66119,                0.50538,                0.66603,                0.57098,                0.66119,                0.50538,                0.66879,                0.59759,                0.64922,                0.66221,                 1.0681,                 0.8468,               9.91e-05,               9.91e-05,               9.91e-05
                     94,                 0.5907,                0.83905,                0.73141,                0.86152,                0.71194,                0.50538,                0.66836,                0.56846,                0.71194,                0.50538,                0.67134,                0.60189,                0.65285,                0.65798,                  1.073,                0.84761,               8.92e-05,               8.92e-05,               8.92e-05
                     95,                0.58434,                0.85002,                 0.6568,                0.85079,                0.71194,                0.50538,                0.66836,                0.56846,                0.71194,                0.50538,                0.67134,                0.60189,                0.65285,                0.65798,                  1.073,                0.84761,               7.93e-05,               7.93e-05,               7.93e-05
                     96,                0.57737,                0.77279,                0.71205,                0.85916,                0.70116,                0.49462,                0.67442,                0.57409,                0.70116,                0.49462,                0.67752,                 0.6087,                0.65516,                0.65557,                 1.0644,                0.84841,               6.94e-05,               6.94e-05,               6.94e-05
                     97,                0.56029,                0.80677,                0.68188,                0.83997,                0.70788,                0.49462,                0.67695,                 0.5762,                0.70788,                0.49462,                0.68006,                0.61097,                0.65706,                0.65126,                 1.0695,                0.84865,               5.95e-05,               5.95e-05,               5.95e-05
                     98,                0.58198,                0.83393,                0.78699,                0.87324,                0.70035,                0.50538,                0.68448,                0.58448,                0.70035,                0.50538,                0.68768,                0.61832,                0.65798,                0.64899,                 1.0541,                0.84904,               4.96e-05,               4.96e-05,               4.96e-05
                     99,                0.54991,                0.79868,                0.68393,                0.84066,                0.70035,                0.50538,                0.68448,                0.58448,                0.70035,                0.50538,                0.68768,                0.61832,                0.65798,                0.64899,                 1.0541,                0.84904,               3.97e-05,               3.97e-05,               3.97e-05
                    100,                0.59166,                0.81226,                0.74971,                0.85904,                0.71041,                0.53763,                0.69014,                0.58935,                0.71041,                0.53763,                0.69332,                0.62144,                0.65894,                0.64559,                   1.06,                0.84925,               2.98e-05,               2.98e-05,               2.98e-05
