                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     11,                 0.6268,                 1.0685,                0.59201,                0.87506,                 0.9079,                0.72562,                0.81646,                0.67745,                 0.9079,                0.72562,                0.82104,                0.74468,                 1.0976,                 3.2201,                 1.1501,                 1.3357,              0.0020093,             9.3149e-06,             9.3149e-06
                     12,                0.59752,                 1.0492,                  0.591,                0.86596,                0.89962,                0.72314,                0.81466,                0.67451,                0.89962,                0.72314,                0.81922,                0.74307,                 1.1009,                 3.2093,                  1.151,                 1.3335,             9.4555e-06,             9.4555e-06,             9.4555e-06
                     13,                0.62185,                 1.0536,                0.57694,                0.87102,                0.91249,                0.72149,                0.81635,                0.67585,                0.91249,                0.72149,                0.82087,                0.74639,                 1.1006,                 3.1974,                 1.1289,                 1.3284,             9.4555e-06,             9.4555e-06,             9.4555e-06
                     14,                0.63551,                 1.0864,                0.57791,                0.87483,                0.90569,                0.71901,                0.81567,                0.67511,                0.90569,                0.71901,                0.82004,                0.74655,                 1.1004,                 3.1984,                 1.1226,                 1.3294,              9.406e-06,              9.406e-06,              9.406e-06
                     15,                0.59823,                 1.0355,                0.54787,                 0.8632,                  0.898,                0.71901,                0.81319,                0.67253,                  0.898,                0.71901,                0.81759,                0.74517,                 1.1004,                 3.2031,                 1.1294,                 1.3309,             9.3565e-06,             9.3565e-06,             9.3565e-06
                     16,                 0.6474,                 1.0845,                0.56328,                0.87681,                0.89066,                0.71901,                0.81171,                0.67107,                0.89066,                0.71901,                0.81601,                0.74473,                 1.1018,                 3.2048,                 1.1284,                 1.3287,              9.307e-06,              9.307e-06,              9.307e-06
                     17,                0.61038,                 1.0658,                0.54526,                0.87202,                0.88895,                0.71983,                0.81095,                0.66987,                0.88895,                0.71983,                0.81529,                0.74417,                 1.1018,                 3.2198,                  1.139,                 1.3286,             9.2575e-06,             9.2575e-06,             9.2575e-06
                     18,                0.59107,                  1.022,                0.56336,                0.86005,                0.88262,                0.71736,                0.81017,                0.66934,                0.88262,                0.71736,                0.81443,                0.74343,                 1.0992,                 3.2168,                 1.1331,                 1.3285,              9.208e-06,              9.208e-06,              9.208e-06
                     19,                0.59283,                 1.0351,                0.55742,                0.86821,                0.87519,                0.71653,                0.80918,                0.66819,                0.87519,                0.71653,                0.81355,                0.74378,                 1.1023,                 3.2111,                 1.1215,                 1.3289,             9.1585e-06,             9.1585e-06,             9.1585e-06
                     20,                0.61831,                 1.0822,                0.56734,                0.86569,                0.88859,                0.71322,                0.81186,                 0.6699,                0.88859,                0.71322,                0.81617,                0.74737,                 1.1073,                 3.2049,                 1.0979,                 1.3325,              9.109e-06,              9.109e-06,              9.109e-06
                     21,                0.59026,                 1.1001,                0.55327,                0.87547,                0.87142,                0.71132,                0.80653,                0.66564,                0.87142,                0.71132,                0.81113,                0.74072,                 1.1031,                 3.2195,                 1.1262,                 1.3309,             9.0595e-06,             9.0595e-06,             9.0595e-06
                     22,                0.60475,                 1.0388,                0.58506,                0.86734,                0.86681,                0.70997,                0.80494,                0.66388,                0.86681,                0.70997,                0.80947,                  0.739,                 1.1012,                 3.2165,                 1.1398,                 1.3256,               9.01e-06,               9.01e-06,               9.01e-06
                     23,                0.60911,                 1.0473,                0.55562,                0.86303,                0.87171,                0.71318,                0.80647,                0.66476,                0.87158,                0.71234,                0.81077,                0.73932,                 1.1071,                 3.2206,                 1.1346,                 1.3296,             8.9605e-06,             8.9605e-06,             8.9605e-06
                     24,                0.63839,                 1.0548,                0.58986,                0.86752,                0.87275,                 0.7142,                0.80892,                0.66596,                0.87275,                 0.7142,                0.81329,                0.74177,                 1.1088,                 3.2164,                 1.1238,                 1.3258,              8.911e-06,              8.911e-06,              8.911e-06
                     25,                0.60577,                 1.1195,                0.58613,                0.88385,                0.87117,                0.71322,                 0.8076,                0.66422,                0.87117,                0.71322,                0.81188,                 0.7402,                 1.1106,                 3.2272,                 1.1377,                 1.3273,             8.8615e-06,             8.8615e-06,             8.8615e-06
                     26,                0.61691,                 1.0998,                0.58734,                0.87927,                0.87016,                0.71405,                0.80634,                0.66337,                0.87016,                0.71405,                0.81061,                0.73845,                  1.107,                 3.2436,                 1.1593,                 1.3262,              8.812e-06,              8.812e-06,              8.812e-06
                     27,                0.61339,                 1.0651,                0.58011,                0.87788,                0.87155,                0.71217,                 0.8061,                0.66199,                0.87155,                0.71217,                0.81064,                0.73805,                 1.1103,                 3.2486,                 1.1565,                 1.3279,             8.7625e-06,             8.7625e-06,             8.7625e-06
                     28,                0.63624,                   1.09,                0.55944,                0.87585,                0.87243,                0.70909,                0.80572,                0.66031,                0.87243,                0.70909,                 0.8102,                0.73795,                 1.1125,                 3.2353,                 1.1395,                 1.3283,              8.713e-06,              8.713e-06,              8.713e-06
                     29,                0.61754,                  1.096,                0.54874,                0.87338,                0.86927,                 0.7124,                  0.807,                0.66128,                0.86927,                 0.7124,                0.81148,                0.73895,                 1.1121,                 3.2318,                 1.1312,                 1.3266,             8.6635e-06,             8.6635e-06,             8.6635e-06
                     30,                 0.5898,                 1.0442,                0.54182,                0.86346,                0.86852,                0.70992,                0.80521,                0.65958,                0.86852,                0.70992,                0.80978,                0.73757,                 1.1129,                 3.2318,                 1.1352,                 1.3281,              8.614e-06,              8.614e-06,              8.614e-06
                     31,                0.61863,                 1.0391,                0.54117,                0.88531,                0.85896,                0.70968,                0.80416,                0.65851,                0.85896,                0.70968,                0.80858,                0.73655,                 1.1129,                 3.2203,                 1.1219,                 1.3291,             8.5645e-06,             8.5645e-06,             8.5645e-06
                     32,                 0.6101,                 1.0627,                0.58138,                0.86568,                0.86127,                0.71157,                0.80411,                0.65927,                0.86127,                0.71157,                0.80864,                0.73593,                 1.1092,                 3.2374,                 1.1453,                 1.3284,              8.515e-06,              8.515e-06,              8.515e-06
                     33,                0.61335,                0.99902,                0.52268,                0.87859,                0.84264,                0.70909,                0.79995,                0.65503,                0.84596,                0.70804,                0.80443,                0.73267,                  1.111,                 3.2409,                   1.16,                 1.3312,             8.4655e-06,             8.4655e-06,             8.4655e-06
                     34,                0.60763,                  1.063,                0.53238,                0.86743,                 0.8513,                0.71157,                0.80209,                0.65699,                 0.8513,                0.71157,                 0.8066,                0.73508,                 1.1098,                 3.2477,                 1.1644,                 1.3281,              8.416e-06,              8.416e-06,              8.416e-06
                     35,                0.59901,                 1.0282,                0.59973,                0.87881,                0.86307,                0.71736,                0.80595,                 0.6597,                0.86682,                0.71405,                0.81056,                0.73951,                 1.1108,                 3.2342,                 1.1459,                 1.3238,             8.3665e-06,             8.3665e-06,             8.3665e-06
                     36,                 0.6472,                 1.0736,                0.59042,                0.87685,                0.86505,                 0.7124,                 0.8056,                0.65891,                0.86505,                 0.7124,                0.81016,                0.73916,                 1.1113,                 3.2368,                 1.1478,                 1.3229,              8.317e-06,              8.317e-06,              8.317e-06
                     37,                0.63592,                 1.0719,                0.56367,                0.87752,                0.86356,                0.71141,                 0.8054,                0.65874,                0.86562,                0.70992,                0.80987,                0.73831,                  1.113,                 3.2262,                  1.138,                 1.3236,             8.2675e-06,             8.2675e-06,             8.2675e-06
                     38,                0.61596,                 1.0303,                0.61902,                0.86648,                0.86345,                0.71074,                0.80531,                0.65845,                0.86345,                0.71074,                0.80982,                0.73811,                 1.1135,                 3.2231,                 1.1394,                 1.3229,              8.218e-06,              8.218e-06,              8.218e-06
                     39,                0.58454,                 1.0169,                0.53706,                 0.8658,                 0.8651,                0.71322,                0.80669,                 0.6593,                 0.8651,                0.71322,                0.81107,                0.74018,                 1.1137,                 3.2238,                 1.1446,                 1.3202,             8.1685e-06,             8.1685e-06,             8.1685e-06
                     40,                0.59764,                 1.0556,                0.54492,                0.87007,                0.86482,                0.71379,                0.80731,                 0.6604,                0.86482,                0.71379,                0.81178,                0.74006,                 1.1111,                 3.2159,                 1.1306,                 1.3203,              8.119e-06,              8.119e-06,              8.119e-06
                     41,                0.59779,                 1.0161,                0.54159,                0.87307,                0.85743,                0.70909,                 0.8028,                0.65548,                0.85743,                0.70909,                0.80724,                0.73553,                 1.1147,                  3.229,                 1.1492,                 1.3239,             8.0695e-06,             8.0695e-06,             8.0695e-06
                     42,                0.62492,                 1.0694,                0.57135,                0.87932,                0.84899,                0.70744,                 0.8004,                0.65378,                0.84899,                0.70744,                0.80478,                0.73349,                 1.1179,                 3.2208,                 1.1436,                 1.3274,               8.02e-06,               8.02e-06,               8.02e-06
                     43,                0.62669,                 1.0755,                0.56192,                0.87053,                0.85569,                0.70826,                0.80361,                0.65521,                0.85569,                0.70826,                 0.8074,                0.73567,                 1.1201,                 3.2003,                 1.1242,                 1.3235,             7.9705e-06,             7.9705e-06,             7.9705e-06
                     44,                0.60289,                 1.0756,                0.53054,                0.86981,                0.85176,                0.70826,                0.80087,                0.65285,                0.85176,                0.70826,                0.80459,                0.73448,                 1.1202,                 3.2094,                 1.1297,                 1.3268,              7.921e-06,              7.921e-06,              7.921e-06
                     45,                 0.6537,                 1.0506,                0.53995,                0.87894,                0.85113,                0.70826,                0.80046,                0.65265,                0.85113,                0.70826,                0.80426,                0.73411,                 1.1201,                 3.2203,                  1.137,                 1.3275,             7.8715e-06,             7.8715e-06,             7.8715e-06
                     46,                 0.6068,                 1.0235,                0.55684,                0.86486,                0.84622,                0.70744,                0.80012,                0.65314,                0.84622,                0.70744,                0.80405,                0.73333,                 1.1167,                 3.2287,                  1.152,                 1.3258,              7.822e-06,              7.822e-06,              7.822e-06
                     47,                0.59341,                 1.0043,                0.55515,                0.86832,                0.83059,                0.71074,                0.79571,                0.65021,                0.83059,                0.71074,                0.80023,                0.72866,                 1.1138,                  3.242,                 1.1722,                 1.3305,             7.7725e-06,             7.7725e-06,             7.7725e-06
                     48,                0.62815,                 1.0916,                0.54457,                0.86796,                0.84966,                0.70909,                0.80142,                0.65505,                0.84966,                0.70909,                0.80526,                0.73449,                 1.1143,                 3.2207,                 1.1371,                 1.3294,              7.723e-06,              7.723e-06,              7.723e-06
                     49,                0.59541,                 1.0459,                   0.56,                0.86167,                0.84968,                0.71074,                0.80356,                0.65733,                0.84968,                0.71074,                0.80727,                0.73567,                 1.1106,                 3.2171,                 1.1327,                 1.3271,             7.6735e-06,             7.6735e-06,             7.6735e-06
                     50,                0.57819,                 1.0093,                0.55925,                0.86473,                0.84386,                0.71018,                0.80111,                0.65484,                0.84386,                0.71018,                0.80479,                0.73328,                 1.1125,                 3.2095,                 1.1305,                 1.3304,              7.624e-06,              7.624e-06,              7.624e-06
                     51,                0.61899,                 1.0554,                0.53037,                0.86643,                0.84445,                0.70826,                0.79951,                0.65365,                  0.848,                0.70744,                0.80324,                0.73222,                 1.1115,                 3.2123,                 1.1518,                 1.3272,             7.5745e-06,             7.5745e-06,             7.5745e-06
                     52,                 0.6528,                 1.0399,                0.57628,                0.88408,                 0.8411,                0.70909,                0.79723,                 0.6521,                 0.8411,                0.70909,                0.80095,                0.72959,                 1.1109,                 3.2266,                 1.1621,                  1.328,              7.525e-06,              7.525e-06,              7.525e-06
                     53,                0.59603,                 1.0289,                0.60664,                0.87317,                0.84739,                0.70826,                0.80016,                  0.654,                0.84739,                0.70826,                 0.8039,                0.73321,                 1.1127,                 3.2175,                 1.1522,                 1.3253,             7.4755e-06,             7.4755e-06,             7.4755e-06
                     54,                0.61436,                 1.0957,                 0.5535,                0.86779,                0.84803,                 0.7102,                0.80142,                0.65525,                0.84803,                 0.7102,                0.80525,                0.73384,                  1.111,                 3.2297,                 1.1586,                 1.3262,              7.426e-06,              7.426e-06,              7.426e-06
                     55,                0.61962,                 1.0389,                0.55681,                0.86354,                0.85171,                0.71074,                0.80257,                0.65666,                0.85171,                0.71074,                0.80623,                0.73512,                 1.1092,                 3.2045,                 1.1354,                 1.3255,             7.3765e-06,             7.3765e-06,             7.3765e-06
                     56,                0.60566,                  1.015,                0.49569,                0.87173,                0.85148,                 0.7107,                0.80428,                0.65777,                0.85148,                 0.7107,                0.80812,                0.73744,                 1.1133,                 3.2089,                 1.1306,                 1.3289,              7.327e-06,              7.327e-06,              7.327e-06
                     57,                0.60933,                 1.0434,                0.55739,                0.86296,                0.84983,                0.71157,                0.80292,                0.65724,                0.84983,                0.71157,                0.80682,                0.73557,                 1.1114,                 3.2151,                 1.1431,                 1.3279,             7.2775e-06,             7.2775e-06,             7.2775e-06
                     58,                0.59665,                0.96998,                0.54139,                0.86219,                0.84962,                0.70975,                0.80114,                0.65619,                0.84962,                0.70975,                0.80502,                 0.7345,                 1.1127,                 3.2212,                 1.1491,                 1.3305,              7.228e-06,              7.228e-06,              7.228e-06
                     59,                0.58699,                 1.0352,                0.56961,                0.87404,                0.82067,                0.71481,                0.79467,                0.65237,                 0.8276,                0.71074,                0.79848,                0.72793,                 1.1048,                 3.2508,                 1.2089,                 1.3289,             7.1785e-06,             7.1785e-06,             7.1785e-06
                     60,                0.61849,                 1.0586,                0.61967,                0.87712,                0.83389,                0.71359,                0.79664,                0.65442,                0.83389,                0.71359,                0.80056,                0.73022,                 1.1029,                 3.2471,                 1.2072,                 1.3261,              7.129e-06,              7.129e-06,              7.129e-06
                     61,                0.58274,                 1.0447,                0.52283,                0.87822,                 0.8284,                 0.7157,                0.79581,                0.65368,                 0.8284,                 0.7157,                0.79977,                0.72953,                 1.1009,                 3.2454,                 1.2027,                 1.3288,             7.0795e-06,             7.0795e-06,             7.0795e-06
                     62,                0.63098,                  1.045,                0.58424,                 0.8719,                0.82314,                0.71653,                0.79488,                0.65252,                0.82425,                0.71653,                0.79872,                0.72848,                 1.1021,                 3.2557,                  1.218,                 1.3298,               7.03e-06,               7.03e-06,               7.03e-06
                     63,                0.60446,                0.98927,                0.55017,                0.85919,                 0.8403,                0.71488,                0.80055,                0.65741,                 0.8403,                0.71488,                0.80422,                 0.7337,                 1.1022,                 3.2416,                  1.201,                 1.3261,             6.9805e-06,             6.9805e-06,             6.9805e-06
                     64,                0.63128,                  1.041,                0.58799,                0.86511,                0.84945,                0.71405,                0.80348,                0.65934,                0.84945,                0.71405,                0.80697,                0.73739,                 1.1029,                 3.2289,                 1.1804,                 1.3259,              6.931e-06,              6.931e-06,              6.931e-06
                     65,                0.59129,                 1.0023,                0.57205,                0.86933,                0.85534,                 0.7157,                0.80538,                  0.661,                0.85534,                 0.7157,                0.80909,                0.73868,                 1.1053,                 3.2163,                   1.16,                 1.3273,             6.8815e-06,             6.8815e-06,             6.8815e-06
                     66,                0.59621,                 1.0128,                 0.5303,                0.86302,                0.85286,                0.71322,                0.80377,                0.65911,                0.85286,                0.71322,                 0.8075,                0.73648,                  1.108,                 3.2194,                 1.1567,                 1.3317,              6.832e-06,              6.832e-06,              6.832e-06
                     67,                0.60499,                 1.0224,                0.55858,                0.86254,                0.85332,                0.71159,                0.80288,                0.65769,                0.85332,                0.71159,                0.80647,                 0.7362,                  1.112,                  3.209,                 1.1423,                 1.3346,             6.7825e-06,             6.7825e-06,             6.7825e-06
                     68,                0.60562,                 1.0267,                0.56023,                0.86356,                0.86059,                 0.7124,                0.80605,                0.66071,                0.86059,                 0.7124,                0.81032,                0.74061,                  1.112,                 3.1925,                 1.1175,                 1.3319,              6.733e-06,              6.733e-06,              6.733e-06
                     69,                0.60294,                 1.0607,                0.57737,                 0.8676,                0.85966,                 0.7124,                 0.8048,                0.66041,                0.85966,                 0.7124,                0.80923,                0.73941,                 1.1098,                 3.2017,                 1.1367,                 1.3332,             6.6835e-06,             6.6835e-06,             6.6835e-06
                     70,                0.60647,                 1.0446,                0.54722,                 0.8646,                0.87343,                 0.7129,                0.80803,                 0.6629,                0.87343,                 0.7129,                0.81231,                0.74367,                 1.1101,                 3.1969,                  1.119,                 1.3283,              6.634e-06,              6.634e-06,              6.634e-06
                     71,                0.59654,                0.99462,                0.52604,                0.87508,                0.85997,                0.71054,                0.80486,                0.66057,                0.85997,                0.71054,                0.80937,                0.74079,                 1.1088,                 3.2144,                 1.1463,                 1.3287,             6.5845e-06,             6.5845e-06,             6.5845e-06
                     72,                0.63068,                 1.0552,                0.57945,                0.87458,                0.85604,                0.70992,                0.80362,                0.65843,                0.85604,                0.70992,                0.80727,                0.73937,                 1.1122,                 3.2151,                 1.1459,                 1.3334,              6.535e-06,              6.535e-06,              6.535e-06
                     73,                 0.6087,                 1.0626,                  0.503,                0.86862,                0.86039,                0.70797,                0.80316,                0.65879,                0.86039,                0.70797,                0.80761,                0.74022,                 1.1116,                 3.2117,                 1.1517,                 1.3319,             6.4855e-06,             6.4855e-06,             6.4855e-06
                     74,                0.60771,                 1.0189,                0.56489,                0.86769,                0.85875,                0.70992,                0.80304,                0.65825,                0.85875,                0.70992,                0.80672,                0.73916,                 1.1115,                 3.2225,                 1.1617,                 1.3342,              6.436e-06,              6.436e-06,              6.436e-06
                     75,                0.59462,                 1.0094,                0.57364,                0.85945,                0.86553,                 0.7128,                0.80513,                 0.6617,                0.86521,                0.71085,                0.80958,                0.74232,                  1.107,                 3.2404,                 1.1758,                 1.3327,             6.3865e-06,             6.3865e-06,             6.3865e-06
                     76,                0.64187,                 1.0994,                0.52249,                0.87171,                 0.8604,                0.71322,                0.80631,                 0.6623,                 0.8604,                0.71322,                 0.8101,                 0.7432,                 1.1101,                 3.2296,                 1.1531,                 1.3347,              6.337e-06,              6.337e-06,              6.337e-06
                     77,                0.59039,                  1.054,                0.52326,                0.86833,                0.86028,                0.71157,                0.80455,                0.66125,                0.86028,                0.71157,                0.80909,                0.74248,                 1.1102,                 3.2283,                 1.1502,                 1.3363,             6.2875e-06,             6.2875e-06,             6.2875e-06
                     78,                0.58844,                 1.0296,                0.49632,                0.86814,                0.85309,                0.70826,                0.80169,                0.65781,                0.85309,                0.70826,                0.80554,                0.73865,                 1.1113,                  3.226,                 1.1492,                 1.3421,              6.238e-06,              6.238e-06,              6.238e-06
                     79,                0.59484,                 1.0386,                0.51959,                0.87139,                0.84769,                0.70834,                0.79998,                0.65674,                0.84769,                0.70834,                 0.8038,                0.73694,                 1.1109,                 3.2194,                 1.1486,                 1.3439,             6.1885e-06,             6.1885e-06,             6.1885e-06
                     80,                0.59708,                 1.0587,                0.52794,                0.86734,                0.84044,                0.70992,                 0.7986,                0.65512,                0.84044,                0.70992,                0.80243,                 0.7358,                 1.1125,                  3.222,                 1.1591,                 1.3443,              6.139e-06,              6.139e-06,              6.139e-06
                     81,                0.60261,                 1.0738,                0.54494,                0.85816,                0.84427,                0.71157,                0.80063,                0.65724,                0.84427,                0.71157,                0.80434,                0.73769,                 1.1093,                 3.2411,                 1.1835,                 1.3402,             6.0895e-06,             6.0895e-06,             6.0895e-06
                     82,                0.58648,                 1.0284,                0.52951,                0.87554,                0.84795,                 0.7124,                0.80057,                0.65791,                0.84795,                 0.7124,                0.80489,                0.73791,                  1.108,                 3.2421,                 1.1846,                 1.3407,               6.04e-06,               6.04e-06,               6.04e-06
                     83,                0.59311,                 1.0011,                0.52719,                0.87159,                0.82825,                0.71322,                0.79507,                 0.6521,                0.83216,                0.71322,                0.79945,                0.73292,                  1.111,                 3.2557,                 1.2127,                 1.3441,             5.9905e-06,             5.9905e-06,             5.9905e-06
                     84,                0.60077,                 1.0122,                0.52382,                0.87074,                0.82735,                0.71322,                0.79401,                0.65112,                0.82735,                0.71322,                0.79847,                0.73211,                 1.1141,                 3.2557,                 1.2061,                 1.3473,              5.941e-06,              5.941e-06,              5.941e-06
                     85,                0.65506,                   1.07,                0.56871,                0.87204,                0.83148,                0.71074,                0.79664,                0.65297,                0.83148,                0.71074,                0.80111,                0.73521,                 1.1192,                 3.2466,                 1.1998,                 1.3456,             5.8915e-06,             5.8915e-06,             5.8915e-06
                     86,                0.60249,                0.99079,                0.54034,                  0.876,                0.83445,                0.71322,                0.79865,                0.65433,                0.84027,                0.71322,                0.80291,                0.73707,                 1.1183,                 3.2494,                 1.1991,                 1.3444,              5.842e-06,              5.842e-06,              5.842e-06
                     87,                0.58536,                 1.0368,                0.55223,                0.86985,                0.82914,                0.71405,                0.79624,                0.65243,                0.82914,                0.71405,                0.79998,                0.73417,                 1.1159,                 3.2486,                 1.2107,                 1.3454,             5.7925e-06,             5.7925e-06,             5.7925e-06
                     88,                0.59483,                 1.0465,                0.49758,                0.86393,                0.82893,                 0.7088,                0.79357,                0.65026,                0.82893,                 0.7088,                 0.7981,                0.73209,                 1.1178,                  3.234,                 1.1909,                 1.3479,              5.743e-06,              5.743e-06,              5.743e-06
                     89,                0.61879,                 1.0469,                0.59474,                0.86157,                0.84781,                0.70903,                0.79913,                 0.6549,                0.84781,                0.70903,                 0.8036,                 0.7377,                 1.1198,                  3.216,                 1.1511,                 1.3463,             5.6935e-06,             5.6935e-06,             5.6935e-06
                     90,                0.57782,                 1.0013,                0.51283,                0.86609,                0.85567,                0.71157,                0.80349,                0.65792,                0.85567,                0.71157,                0.80799,                0.74234,                 1.1202,                 3.2149,                 1.1474,                 1.3418,              5.644e-06,              5.644e-06,              5.644e-06
                     91,                0.61395,                 1.0763,                0.53304,                0.86492,                 0.8464,                0.71043,                0.79899,                0.65442,                 0.8464,                0.71043,                0.80336,                0.73718,                 1.1196,                 3.2163,                 1.1689,                 1.3441,             5.5945e-06,             5.5945e-06,             5.5945e-06
                     92,                0.58447,                 1.0087,                 0.5773,                0.87641,                0.83017,                0.71157,                0.79609,                0.65219,                0.83017,                0.71157,                 0.8004,                0.73454,                 1.1162,                 3.2471,                  1.212,                 1.3437,              5.545e-06,              5.545e-06,              5.545e-06
                     93,                0.66199,                 1.0551,                0.55597,                0.86822,                0.85162,                0.71157,                0.80165,                0.65657,                0.85661,                0.70992,                0.80616,                0.74023,                 1.1183,                 3.2304,                 1.1909,                 1.3389,             5.4955e-06,             5.4955e-06,             5.4955e-06
                     94,                0.61916,                 1.0064,                0.52289,                0.86953,                0.85161,                0.71157,                0.80131,                0.65639,                0.85161,                0.71157,                0.80571,                0.73958,                 1.1188,                 3.2409,                 1.1948,                 1.3403,              5.446e-06,              5.446e-06,              5.446e-06
                     95,                0.59509,                 1.0432,                0.52564,                0.86678,                0.84843,                0.71157,                0.80044,                0.65574,                0.84843,                0.71157,                0.80481,                0.73828,                 1.1162,                 3.2419,                 1.1936,                 1.3414,             5.3965e-06,             5.3965e-06,             5.3965e-06
                     96,                0.61344,                 1.0291,                0.57846,                0.85652,                0.85976,                0.71157,                0.80346,                0.65846,                0.85976,                0.71157,                0.80795,                0.74155,                 1.1165,                 3.2277,                 1.1679,                 1.3397,              5.347e-06,              5.347e-06,              5.347e-06
                     97,                0.61835,                 1.0536,                0.54934,                0.86251,                0.85784,                0.70992,                0.80219,                0.65761,                0.86022,                0.70992,                0.80671,                0.74001,                 1.1137,                 3.2166,                   1.17,                 1.3378,             5.2975e-06,             5.2975e-06,             5.2975e-06
                     98,                0.62081,                 1.0216,                0.60621,                0.86276,                0.87072,                0.71074,                0.80661,                0.66084,                0.87072,                0.71074,                0.81098,                0.74403,                 1.1152,                 3.2119,                 1.1554,                 1.3334,              5.248e-06,              5.248e-06,              5.248e-06
                     99,                0.59634,                 1.0322,                 0.5095,                0.86203,                0.86865,                 0.7124,                0.80734,                0.66156,                 0.8707,                0.71237,                0.81168,                0.74545,                 1.1152,                 3.2254,                 1.1675,                 1.3352,             5.1985e-06,             5.1985e-06,             5.1985e-06
                    100,                0.62188,                  1.086,                0.56119,                0.87458,                0.86993,                0.71307,                0.80805,                0.66243,                0.86993,                0.71307,                0.81242,                0.74568,                 1.1146,                 3.2263,                 1.1716,                 1.3344,              5.149e-06,              5.149e-06,              5.149e-06
                    101,                0.58203,                0.96232,                0.52883,                0.86034,                0.86044,                0.70909,                0.80264,                 0.6576,                0.86044,                0.70909,                0.80716,                0.73981,                 1.1166,                 3.2274,                 1.1847,                   1.34,             5.0995e-06,             5.0995e-06,             5.0995e-06
                    102,                0.61755,                 1.0753,                0.54335,                0.86668,                0.85965,                0.70909,                0.80303,                0.65773,                0.85965,                0.70909,                0.80758,                0.74059,                 1.1167,                 3.2234,                 1.1798,                 1.3392,               5.05e-06,               5.05e-06,               5.05e-06
                    103,                0.57136,                 1.0196,                0.54397,                 0.8641,                0.85879,                0.70869,                0.80272,                 0.6568,                0.85879,                0.70869,                0.80713,                0.74046,                 1.1175,                 3.2285,                 1.1908,                  1.338,             5.0005e-06,             5.0005e-06,             5.0005e-06
